disno,historic,classificationkey,disastergroup,disastersubgroup,disastertype,disastersubtype,externalids,eventname,iso,country,subregion,region,location,origin,associatedtypes,ofdabharesponse,appeal,declaration,aidcontribution000us,magnitude,magnitudescale,latitude,longitude,riverbasin,startyear,startmonth,startday,endyear,endmonth,endday,totaldeaths,noinjured,noaffected,nohomeless,totalaffected,reconstructioncosts000us,reconstructioncostsadjusted000us,insureddamage000us,insureddamageadjusted000us,totaldamage000us,totaldamageadjusted000us,cpi,adminunits,entrydate,lastupdate,group1,group2,subgroup1,subgroup2,subgroup3,subgroup4,subgroup5,subgroup6,subgroup7,subgroup8,subgroup9,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14,type15,type16,type17,type18,type19,type20,type21,type22,type23,type24,type25,type26,type27,type28,type29,type30,type31,subtype1,subtype2,subtype3,subtype4,subtype5,subtype6,subtype7,subtype8,subtype9,subtype10,subtype11,subtype12,subtype13,subtype14,subtype15,subtype16,subtype17,subtype18,subtype19,subtype20,subtype21,subtype22,subtype23,subtype24,subtype25,subtype26,subtype27,subtype28,subtype29,subtype30,subtype31,subtype32,subtype33,subtype34,subtype35,subtype36,subtype37,subtype38,subtype39,subtype40,subtype41,subtype42,subtype43,subtype44,subtype45,subtype46,subtype47,subtype48,subtype49,subtype50,subtype51,subtype52,subtype53,subtype54,subtype55,subtype56,subtype57,subtype58,subtype59,subtype60,subtype61,subtype62,subtype63,subtype64,subtype65,subtype66,topdeath,topaffected,topdamage,anytop
2002-0724-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Lili,USA,United States of America,Northern America,Americas,"St. Tammany, Terrebonne, Lafayette, Acadia, Evangeline, Rapides districts (Louisiana province)",,Flood,No,No,No,,0,Kph,,,,2002,10,3,2002,10,3,0,,,,0,,,750000,1270473,2000000,3387927,59.033146,"[{""adm2_code"":29791,""adm2_name"":""Acadia""},{""adm2_code"":29810,""adm2_name"":""Evangeline""},{""adm2_code"":29819,""adm2_name"":""Lafayette""},{""adm2_code"":29830,""adm2_name"":""Rapides""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":29845,""adm2_name"":""Terrebonne""}]",3/21/2008,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2002-0751-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Washington DC (District of Columbia district, District of Columbia province), North Carolina, South Carolina, Virginia, New York, Pennsylvania, Kentucky, New Jersey, Maryland, Missouri, Tennesse provinces",,,No,No,No,,0,Kph,,,,2002,12,4,2002,12,5,30,,,,0,,,450500,763131,450500,763131,59.033146,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm2_code"":28997,""adm2_name"":""District of Columbia""}]",7/1/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1
2002-0766-MNG,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Dzud,MNG,Mongolia,Eastern Asia,Asia,"Arxangai, Bayan-O'lgii, Bayanxongor, Bulgan, Darxan-Uul, Dornod, Dornogovi, Dundgovi, Govi-Altai, Govisu'mber, O'mnogovi, Orxon, O'vorxangai, Selenge, Su'xbaatar, To'v, Ulaanbaatar, Uvs, Xentii, Xovd, Xo'vsgol, Zavxan provinces",,,No,No,No,,0,Kph,,,,2002,12,,2003,1,,3,,665000,,665000,,,,,,0,59.033146,"[{""adm1_code"":2075,""adm1_name"":""Arxangai""},{""adm1_code"":2076,""adm1_name"":""Bayan-O'lgii""},{""adm1_code"":2077,""adm1_name"":""Bayanxongor""},{""adm1_code"":2078,""adm1_name"":""Bulgan""},{""adm1_code"":2079,""adm1_name"":""Darxan-Uul""},{""adm1_code"":2081,""adm1_name"":""Dornod""},{""adm1_code"":2082,""adm1_name"":""Dornogovi""},{""adm1_code"":2083,""adm1_name"":""Dundgovi""},{""adm1_code"":2084,""adm1_name"":""Govisu'mber""},{""adm1_code"":2085,""adm1_name"":""Govi-Altai""},{""adm1_code"":2086,""adm1_name"":""Xentii""},{""adm1_code"":2087,""adm1_name"":""Xovd""},{""adm1_code"":2088,""adm1_name"":""Xo'vsgol""},{""adm1_code"":2089,""adm1_name"":""O'mnogovi""},{""adm1_code"":2090,""adm1_name"":""Orxon""},{""adm1_code"":2091,""adm1_name"":""O'vorxangai""},{""adm1_code"":2092,""adm1_name"":""Selenge""},{""adm1_code"":2093,""adm1_name"":""Su'xbaatar""},{""adm1_code"":2094,""adm1_name"":""To'v""},{""adm1_code"":2095,""adm1_name"":""Ulaanbaatar""},{""adm1_code"":2096,""adm1_name"":""Uvs""},{""adm1_code"":2097,""adm1_name"":""Zavxan""}]",2/13/2004,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,1
2003-0134-IND,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,IND,India,Southern Asia,Asia,"Bankura, Hugli, Haora districts (West Bengal province)",,,No,No,No,,0,Kph,,,,2003,3,12,2003,3,12,30,500,294765,190645,485910,,,,,16000,26502,60.373253,"[{""adm2_code"":17945,""adm2_name"":""Bankura""},{""adm2_code"":17949,""adm2_name"":""Haora""},{""adm2_code"":17950,""adm2_name"":""Hugli""}]",10/3/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,1
2003-0139-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Mitchell, Worth districts (Georgia province), Jackson district (Alabama province) North Carolina, South Carolina, Tennessee provinces",,Flood|Hail,No,No,No,,0,Kph,,,,2003,3,18,2003,3,20,6,200,,186,386,,,450000,745363,5000000,8281813,60.373253,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm2_code"":28726,""adm2_name"":""Jackson""},{""adm2_code"":29165,""adm2_name"":""Mitchell""},{""adm2_code"":29223,""adm2_name"":""Worth""}]",3/30/2008,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
2003-0210-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Colbert, Lauderdale, Limestone, Madison, Jackson, Dekalb, Lamar, Walker,St Clair, Talladega, Shelby, Clay districts (Alabama province), Mississippi, Craighead, White, Woodruff, Cross districts (Arkansas province), Adams, Weld, Morgan districts (Colorado province), Cherokee, Franklin, Madison, Elbert, Hart, Heard, Coweta districts (Georgia province), Marion, Mahaska, Lee, Van Buren, Jefferson, Henry, Louisa districts (Iowa province), Adams, Hancock, Mc Donough, Bureau, Henry, Brown, Mason, Fulton, Pope, Schuyler, Sangamon, Pulaski, Massac, Alexander, Jasper, Mercer, Warren, Tazewell districts (Illinois province), Perry, Kosciuscko, Putnam districts (Indiana province), Crawford, Wyandotte, Leavenworth, Neosho, Labette, Cherokee, Butler, Greenwood, Osage, Woodson, Allen, Douglas, Anderson, Linn, Marion districts (Kansas province), Calloway, Webster,Daviess, Mason, Lewis, Union, Henderson, Pulaski districts (Kentucky province), Lawrence, Cass, Platte, Clay, Jackson- Kansas city, Greene, Christian, Camden, Lewis, Barton, Cedar, Polk, Hickory, Dallas, Jasper, Johnson, Newton, Dade, Pettis, Dunklin, Pemiscot, Putnam, Scott, Knox, Scotland, Clark, Macon, Shelby, Mercer, Lafayette, Saline, Cape Girardeau, Bollinger, Pulaski districts (Missouri province), Marshall, Benton, Tippah, Alcorn, Newton, Scott, Chickasaw, Monroe, Lee, Itawamba, Madison, Sunflower districts (Mississippi province), Washington, Vance, Chowan, Bertie, Hertford, Northamton districts (North Carolina province), Saunders district (Nebraska province), Okhlaoma, Moore-Cleveland, Ottawa, Stephens, Creek, Lincoln, Canadian, Caddo, Osage, Noble, Le Flore, Marshall, Love, Jefferson districts (Okhahoma province), Aiken, Abbeville, Williamsburg districts (South Carolina province), Perkins, Todd didstricts (South Dakota province), Dyer, Madison, Hamilton-Chattanooga, Gibson, Weakley, Henry, Stewart, Henderson, Carroll, Montgomery, Robertson, Williamson, Davidson, Cannon, Lincoln, Lawrence, Hardin, McNairy districts (Tennessee province), ood, Upshur, Harrison, Marion districts (Texas province)",,,No,No,Yes,,0,Kph,,,,2003,5,4,2003,5,10,45,145,,15000,15145,,,3200000,5300361,4000000,6625451,60.373253,"[{""adm2_code"":28704,""adm2_name"":""Clay""},{""adm2_code"":28707,""adm2_name"":""Colbert""},{""adm2_code"":28715,""adm2_name"":""DeKalb""},{""adm2_code"":28726,""adm2_name"":""Jackson""},{""adm2_code"":28728,""adm2_name"":""Lamar""},{""adm2_code"":28729,""adm2_name"":""Lauderdale""},{""adm2_code"":28732,""adm2_name"":""Limestone""},{""adm2_code"":28735,""adm2_name"":""Madison""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":28749,""adm2_name"":""St. Clair""},{""adm2_code"":28751,""adm2_name"":""Talladega""},{""adm2_code"":28754,""adm2_name"":""Walker""},{""adm2_code"":28805,""adm2_name"":""Craighead""},{""adm2_code"":28808,""adm2_name"":""Cross""},{""adm2_code"":28836,""adm2_name"":""Mississippi""},{""adm2_code"":28862,""adm2_name"":""White""},{""adm2_code"":28863,""adm2_name"":""Woodruff""},{""adm2_code"":28966,""adm2_name"":""Morgan""},{""adm2_code"":154738,""adm2_name"":""Adams""},{""adm2_code"":154742,""adm2_name"":""Weld""},{""adm2_code"":29092,""adm2_name"":""Cherokee""},{""adm2_code"":29102,""adm2_name"":""Coweta""},{""adm2_code"":29116,""adm2_name"":""Elbert""},{""adm2_code"":29123,""adm2_name"":""Franklin""},{""adm2_code"":29137,""adm2_name"":""Hart""},{""adm2_code"":29138,""adm2_name"":""Heard""},{""adm2_code"":29159,""adm2_name"":""Madison""},{""adm2_code"":29273,""adm2_name"":""Adams""},{""adm2_code"":29274,""adm2_name"":""Alexander""},{""adm2_code"":29277,""adm2_name"":""Brown""},{""adm2_code"":29278,""adm2_name"":""Bureau""},{""adm2_code"":29301,""adm2_name"":""Fulton""},{""adm2_code"":29306,""adm2_name"":""Hancock""},{""adm2_code"":29309,""adm2_name"":""Henry""},{""adm2_code"":29312,""adm2_name"":""Jasper""},{""adm2_code"":29332,""adm2_name"":""Mason""},{""adm2_code"":29333,""adm2_name"":""Massac""},{""adm2_code"":29334,""adm2_name"":""McDonough""},{""adm2_code"":29338,""adm2_name"":""Mercer""},{""adm2_code"":29348,""adm2_name"":""Pope""},{""adm2_code"":29349,""adm2_name"":""Pulaski""},{""adm2_code"":29355,""adm2_name"":""Sangamon""},{""adm2_code"":29356,""adm2_name"":""Schuyler""},{""adm2_code"":29362,""adm2_name"":""Tazewell""},{""adm2_code"":29366,""adm2_name"":""Warren""},{""adm2_code"":29417,""adm2_name"":""Kosciusko""},{""adm2_code"":29436,""adm2_name"":""Perry""},{""adm2_code"":29441,""adm2_name"":""Putnam""},{""adm2_code"":29510,""adm2_name"":""Henry""},{""adm2_code"":29517,""adm2_name"":""Jefferson""},{""adm2_code"":29522,""adm2_name"":""Lee""},{""adm2_code"":29524,""adm2_name"":""Louisa""},{""adm2_code"":29528,""adm2_name"":""Mahaska""},{""adm2_code"":29529,""adm2_name"":""Marion""},{""adm2_code"":29555,""adm2_name"":""Van Buren""},{""adm2_code"":29566,""adm2_name"":""Allen""},{""adm2_code"":29567,""adm2_name"":""Anderson""},{""adm2_code"":29573,""adm2_name"":""Butler""},{""adm2_code"":29576,""adm2_name"":""Cherokee""},{""adm2_code"":29584,""adm2_name"":""Crawford""},{""adm2_code"":29588,""adm2_name"":""Douglas""},{""adm2_code"":29602,""adm2_name"":""Greenwood""},{""adm2_code"":29615,""adm2_name"":""Labette""},{""adm2_code"":29617,""adm2_name"":""Leavenworth""},{""adm2_code"":29619,""adm2_name"":""Linn""},{""adm2_code"":29622,""adm2_name"":""Marion""},{""adm2_code"":29632,""adm2_name"":""Neosho""},{""adm2_code"":29635,""adm2_name"":""Osage""},{""adm2_code"":29669,""adm2_name"":""Woodson""},{""adm2_code"":29670,""adm2_name"":""Wyandotte""},{""adm2_code"":29688,""adm2_name"":""Calloway""},{""adm2_code"":29700,""adm2_name"":""Daviess""},{""adm2_code"":29721,""adm2_name"":""Henderson""},{""adm2_code"":29738,""adm2_name"":""Lewis""},{""adm2_code"":29748,""adm2_name"":""Mason""},{""adm2_code"":29770,""adm2_name"":""Pulaski""},{""adm2_code"":29783,""adm2_name"":""Union""},{""adm2_code"":29787,""adm2_name"":""Webster""},{""adm2_code"":30080,""adm2_name"":""Alcorn""},{""adm2_code"":30083,""adm2_name"":""Benton""},{""adm2_code"":30087,""adm2_name"":""Chickasaw""},{""adm2_code"":30107,""adm2_name"":""Itawamba""},{""adm2_code"":30119,""adm2_name"":""Lee""},{""adm2_code"":30123,""adm2_name"":""Madison""},{""adm2_code"":30125,""adm2_name"":""Marshall""},{""adm2_code"":30126,""adm2_name"":""Monroe""},{""adm2_code"":30129,""adm2_name"":""Newton""},{""adm2_code"":30140,""adm2_name"":""Scott""},{""adm2_code"":30145,""adm2_name"":""Sunflower""},{""adm2_code"":30148,""adm2_name"":""Tippah""},{""adm2_code"":30166,""adm2_name"":""Barton""},{""adm2_code"":30169,""adm2_name"":""Bollinger""},{""adm2_code"":30175,""adm2_name"":""Camden""},{""adm2_code"":30176,""adm2_name"":""Cape Girardeau""},{""adm2_code"":30179,""adm2_name"":""Cass""},{""adm2_code"":30180,""adm2_name"":""Cedar""},{""adm2_code"":30182,""adm2_name"":""Christian""},{""adm2_code"":30183,""adm2_name"":""Clark""},{""adm2_code"":30184,""adm2_name"":""Clay""},{""adm2_code"":30189,""adm2_name"":""Dade""},{""adm2_code"":30190,""adm2_name"":""Dallas""},{""adm2_code"":30195,""adm2_name"":""Dunklin""},{""adm2_code"":30199,""adm2_name"":""Greene""},{""adm2_code"":30203,""adm2_name"":""Hickory""},{""adm2_code"":30208,""adm2_name"":""Jackson""},{""adm2_code"":30209,""adm2_name"":""Jasper""},{""adm2_code"":30211,""adm2_name"":""Johnson""},{""adm2_code"":30212,""adm2_name"":""Knox""},{""adm2_code"":30214,""adm2_name"":""Lafayette""},{""adm2_code"":30215,""adm2_name"":""Lawrence""},{""adm2_code"":30216,""adm2_name"":""Lewis""},{""adm2_code"":30220,""adm2_name"":""Macon""},{""adm2_code"":30225,""adm2_name"":""Mercer""},{""adm2_code"":30233,""adm2_name"":""Newton""},{""adm2_code"":30238,""adm2_name"":""Pemiscot""},{""adm2_code"":30240,""adm2_name"":""Pettis""},{""adm2_code"":30243,""adm2_name"":""Platte""},{""adm2_code"":30244,""adm2_name"":""Polk""},{""adm2_code"":30245,""adm2_name"":""Pulaski""},{""adm2_code"":30246,""adm2_name"":""Putnam""},{""adm2_code"":30252,""adm2_name"":""Saline""},{""adm2_code"":30254,""adm2_name"":""Scotland""},{""adm2_code"":30255,""adm2_name"":""Scott""},{""adm2_code"":30257,""adm2_name"":""Shelby""},{""adm2_code"":30409,""adm2_name"":""Saunders""},{""adm2_code"":30574,""adm2_name"":""Bertie""},{""adm2_code"":30587,""adm2_name"":""Chowan""},{""adm2_code"":30612,""adm2_name"":""Hertford""},{""adm2_code"":30632,""adm2_name"":""Northampton""},{""adm2_code"":30657,""adm2_name"":""Vance""},{""adm2_code"":30660,""adm2_name"":""Washington""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30841,""adm2_name"":""Jefferson""},{""adm2_code"":30847,""adm2_name"":""Le Flore""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30850,""adm2_name"":""Love""},{""adm2_code"":30852,""adm2_name"":""Marshall""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30865,""adm2_name"":""Ottawa""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30993,""adm2_name"":""Abbeville""},{""adm2_code"":30994,""adm2_name"":""Aiken""},{""adm2_code"":31037,""adm2_name"":""Williamsburg""},{""adm2_code"":31090,""adm2_name"":""Perkins""},{""adm2_code"":31098,""adm2_name"":""Todd""},{""adm2_code"":31112,""adm2_name"":""Cannon""},{""adm2_code"":31113,""adm2_name"":""Carroll""},{""adm2_code"":31123,""adm2_name"":""Davidson""},{""adm2_code"":31127,""adm2_name"":""Dyer""},{""adm2_code"":31131,""adm2_name"":""Gibson""},{""adm2_code"":31137,""adm2_name"":""Hamilton""},{""adm2_code"":31140,""adm2_name"":""Hardin""},{""adm2_code"":31143,""adm2_name"":""Henderson""},{""adm2_code"":31144,""adm2_name"":""Henry""},{""adm2_code"":31154,""adm2_name"":""Lawrence""},{""adm2_code"":31156,""adm2_name"":""Lincoln""},{""adm2_code"":31159,""adm2_name"":""Madison""},{""adm2_code"":31164,""adm2_name"":""McNairy""},{""adm2_code"":31167,""adm2_name"":""Montgomery""},{""adm2_code"":31178,""adm2_name"":""Robertson""},{""adm2_code"":31185,""adm2_name"":""Stewart""},{""adm2_code"":31196,""adm2_name"":""Weakley""},{""adm2_code"":31198,""adm2_name"":""Williamson""},{""adm2_code"":31301,""adm2_name"":""Harrison""},{""adm2_code"":31354,""adm2_name"":""Marion""},{""adm2_code"":31429,""adm2_name"":""Upshur""},{""adm2_code"":31449,""adm2_name"":""Wood""}]",3/10/2004,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,1
2003-0346-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Imbudo,CHN,China,Eastern Asia,Asia,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng provinces",,,No,No,No,,,Kph,,,,2003,7,24,2003,7,24,20,20,7400000,,7400020,,,,,100000,165636,60.373253,"[{""adm1_code"":903,""adm1_name"":""Guangdong Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""}]",7/30/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
2003-0459-KOR,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Maemi,KOR,Republic of Korea,Eastern Asia,Asia,"Kyongsangbuk-do, Kyongsangnam-do, Kang-won-do, Pusan, Chollanam-do provinces",,"Flood|Slide (land, mud, snow, rock)",Yes,No,Yes,230,216,Kph,,,,2003,9,12,2003,9,12,130,,65000,15000,80000,,,504000,834807,4500000,7453632,60.373253,"[{""adm1_code"":2433,""adm1_name"":""Chollanam-do""},{""adm1_code"":2437,""adm1_name"":""Kang-won-do""},{""adm1_code"":2440,""adm1_name"":""Kyongsangbuk-do""},{""adm1_code"":2441,""adm1_name"":""Kyongsangnam-do""},{""adm1_code"":2442,""adm1_name"":""Pusan""}]",4/13/2005,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2003-0468-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Isabel,USA,United States of America,Northern America,Americas,"North Carolina, Maryland, Virginia, West Virginia, Delaware, Pennsylvania, New Jersey, District of Columbia provinces",,Flood,No,No,Yes,,170,Kph,,,,2003,9,18,2003,9,22,16,,225000,,225000,,,1685000,2790971,3370000,5581942,60.373253,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",1/13/2006,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,1,1
2003-0594-CHN,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Nepartak,CHN,China,Eastern Asia,Asia,Hainan Sheng province,,,No,No,No,,,Kph,,,,2003,11,18,2003,11,18,0,,1720000,,1720000,,,,,196938,326201,60.373253,"[{""adm1_code"":906,""adm1_name"":""Hainan Sheng""}]",12/8/2003,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,,1
2003-0829-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Alabama, Illinois, Indiana, Louisiana, Michigan, Missouri, Mississippi, New York, Tennessee,Texas, Pennsylvania, Nebraska, Wisconsin provinces",,Hail|Snow/ice,No,No,No,,,Kph,,,,2003,4,4,2003,4,8,13,,,,0,,,,,2100000,3478362,60.373253,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",9/17/2006,9/25/2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,1,1
